run_id,ts_lectura,codigo,actividad,grupo,profesores_raw,profesores_norm,cupos_disponibles,cupos_totales,orden_lectura
gh-31624873304-0812T1753,2026-08-12T12:56:09-05:00,2021154,CLASE TEORÍCA,(1) Grupo 1 - Clase presencial,Dario Indalecio Restrepo Botero,dario indalecio restrepo botero,150,NA,105
gh-31624873304-0812T1753,2026-08-12T12:56:12-05:00,2029676,NA,(1) 2029676-1 Estática integrada,Fernando José Rodríguez Mesa,fernando jose rodriguez mesa,0,NA,107
gh-31624873304-0812T1753,2026-08-12T12:56:13-05:00,2029371,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Aurelio Alberto Horta Mesa,aurelio alberto horta mesa,130,NA,108
gh-31624873304-0812T1753,2026-08-12T12:56:17-05:00,2015705,CLASE TEORICA,(1) Grupo 1 - Clase presencial,No informado,NA,25,NA,111
gh-31624873304-0812T1753,2026-08-12T12:56:17-05:00,2015705,CLASE TEORICA,(2) Grupo 2 - Clase presencial,No informado,NA,25,NA,111
gh-31624873304-0812T1753,2026-08-12T12:56:18-05:00,2015706,CLASE TEORICA,(1) Grupo 1 - Clase presencial,No informado,NA,25,NA,112
gh-31624873304-0812T1753,2026-08-12T12:56:23-05:00,2021849,NA,(1) Grupo 1,No informado,NA,30,NA,116
gh-31624873304-0812T1753,2026-08-12T12:56:30-05:00,2026501,NA,(1) Grupo 1 - (VIRTUAL),Diego Alejandro Torres Galindo,diego alejandro torres galindo,500,NA,121
gh-31624873304-0812T1753,2026-08-12T12:56:31-05:00,2026053,CLASE TEORICA,(1) Grupo 1,Yenny Esperanza Rodríguez González,yenny esperanza rodriguez gonzalez,0,NA,122
gh-31624873304-0812T1753,2026-08-12T12:56:31-05:00,2026053,CLASE TEORICA,(2) Grupo 2,Luz Angela Segura Barrero,luz angela segura barrero,0,NA,122
gh-31624873304-0812T1753,2026-08-12T12:56:31-05:00,2026053,CLASE TEORICA,(3) Grupo 3,MARYURY USECHE LEÓN,maryury useche leon,0,NA,122
gh-31624873304-0812T1753,2026-08-12T12:56:32-05:00,2027096,NA,(1) Grupo 1,Carol Ivonne Villamil Bernal,carol ivonne villamil bernal,0,NA,123
gh-31624873304-0812T1753,2026-08-12T12:56:32-05:00,2027096,NA,(2) Grupo 2,Carlos Efren Villamizar Mogollon,carlos efren villamizar mogollon,0,NA,123
gh-31624873304-0812T1753,2026-08-12T12:56:32-05:00,2027096,NA,(3) Grupo 3,Ana Milena Ladino Rojas,ana milena ladino rojas,0,NA,123
gh-31624873304-0812T1753,2026-08-12T12:56:33-05:00,2022625,CLASE TEORICA,(1) Francés Electivo I,Ceymy De Los Angeles Rodriguez Forero,ceymy de los angeles rodriguez forero,25,NA,124
gh-31624873304-0812T1753,2026-08-12T12:56:35-05:00,2022626,CLASE TEORICA,(1) Francés Electivo II,Nadid Hernandez Hernandez,nadid hernandez hernandez,25,NA,125
gh-31624873304-0812T1753,2026-08-12T12:56:36-05:00,2022627,CLASE TEORICA,(1) Francés Electivo III,Fabio Alejandro Pulido Sandoval,fabio alejandro pulido sandoval,25,NA,126
gh-31624873304-0812T1753,2026-08-12T12:56:37-05:00,2026739,CLASE TEORICA,(1) Grupo 1,YENCY CONTRERAS ORTIZ,yency contreras ortiz,43,NA,127
gh-31624873304-0812T1753,2026-08-12T12:56:39-05:00,2017810,CLASE TEORICA,(1) Grupo 1,Jesus Orlando Rangel Churio; Marisol Amaya Marquez; ALEXIS JARAMILLO JUSTINICO,alexis jaramillo justinico;jesus orlando rangel churio;marisol amaya marquez,18,NA,128
gh-31624873304-0812T1753,2026-08-12T12:56:40-05:00,2021149,CLASE TEORICA,(1) Grupo 1 - Clase presencial,Carlos Augusto Hernandez Rodriguez,carlos augusto hernandez rodriguez,90,NA,129
gh-31624873304-0812T1753,2026-08-12T12:56:43-05:00,2020994,CLASE TEORICA,(1) Grupo 1,Elena Luisa Margarita Brochero,elena luisa margarita brochero,30,NA,131
gh-31624873304-0812T1753,2026-08-12T12:56:48-05:00,2029505,NA,(1) Grupo 1,Diana Marcela Rojas Rivera,diana marcela rojas rivera,20,NA,135
gh-31624873304-0812T1753,2026-08-12T12:56:49-05:00,2023250,NA,(1) 2023250-1 Herramientas modernas para la administración,Luis Eduardo Benitez Hernandez,luis eduardo benitez hernandez,0,NA,136
gh-31624873304-0812T1753,2026-08-12T12:56:50-05:00,2029607,CLASE TEORICA,(1) GRUPO 1,Andres Lopez Restrepo,andres lopez restrepo,20,NA,137
gh-31624873304-0812T1753,2026-08-12T12:56:51-05:00,2015191,CLASE MAGISTRAL,(1) Grupo 1- Presencial,Silvia Juliana Becerra Ostos,silvia juliana becerra ostos,45,NA,138
gh-31624873304-0812T1753,2026-08-12T12:56:51-05:00,2015191,CLASE MAGISTRAL,(2) Grupo 2- Presencial,David Alberto Roll Velez,david alberto roll velez,45,NA,138
gh-31624873304-0812T1753,2026-08-12T12:56:53-05:00,2023286,CLASE TEORICA,(1) 2023286-1 Ingenieria estrategica,Juan Edilberto Rincon Pardo,juan edilberto rincon pardo,0,NA,139
gh-31624873304-0812T1753,2026-08-12T12:56:54-05:00,2028496,CLASE TEORICA,(1) Grupo 1,JUAN DAVID GARCIA ARTEAGA,juan david garcia arteaga,26,NA,140
gh-31624873304-0812T1753,2026-08-12T12:56:55-05:00,2023251,NA,(1) 2023251-1 Inteligencia Artificial y Mini-Robots,Jose Jesus Fernando Martinez Paez; Gustavo Perez Hoyos; Flavio Augusto Prieto Ortiz,flavio augusto prieto ortiz;gustavo perez hoyos;jose jesus fernando martinez paez,0,NA,141
gh-31624873304-0812T1753,2026-08-12T12:56:56-05:00,2027100,NA,(1) Grupo 1,FRANCISCO JAVIER HERNÁNDEZ SÁNCHEZ,francisco javier hernandez sanchez,0,NA,142
gh-31624873304-0812T1753,2026-08-12T12:56:56-05:00,2027100,NA,(2) Grupo 2,Gustavo Garzon Gomez,gustavo garzon gomez,0,NA,142
gh-31624873304-0812T1753,2026-08-12T12:56:58-05:00,2026058,CLASE TEORICA,(1) Grupo 1,Lina Marcela Marañon Zuluaga,lina marcela maranon zuluaga,0,NA,143
gh-31624873304-0812T1753,2026-08-12T12:56:58-05:00,2026058,CLASE TEORICA,(2) Grupo 2,Diana Melissa Ospina Beltran,diana melissa ospina beltran,0,NA,143
gh-31624873304-0812T1753,2026-08-12T12:56:58-05:00,2026058,CLASE TEORICA,(3) Grupo 3,Oscar David Perdomo Bossa,oscar david perdomo bossa,0,NA,143
gh-31624873304-0812T1753,2026-08-12T12:56:58-05:00,2026058,CLASE TEORICA,(4) Grupo 4,Nelly Andrea Sanchez Torres,nelly andrea sanchez torres,0,NA,143
gh-31624873304-0812T1753,2026-08-12T12:56:59-05:00,2027101,CLASE TEORICA,(1) Grupo 1,Brillyth Rohincen Ramirez Basurto,brillyth rohincen ramirez basurto,0,NA,144
gh-31624873304-0812T1753,2026-08-12T12:56:59-05:00,2027101,CLASE TEORICA,(3) Grupo 3,Fabio Briceño Vargas,fabio briceno vargas,0,NA,144
gh-31624873304-0812T1753,2026-08-12T12:56:59-05:00,2027101,CLASE TEORICA,(4) Grupo 4,Sandra Patricia Rodriguez Castañeda,sandra patricia rodriguez castaneda,0,NA,144
gh-31624873304-0812T1753,2026-08-12T12:57:00-05:00,2011183,CLASE TEORICA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,145
gh-31624873304-0812T1753,2026-08-12T12:57:01-05:00,2026630,NA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,146
gh-31624873304-0812T1753,2026-08-12T12:57:03-05:00,2026631,NA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,147
gh-31624873304-0812T1753,2026-08-12T12:57:04-05:00,2028821,NA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,148
gh-31624873304-0812T1753,2026-08-12T12:57:05-05:00,2028822,NA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,149
gh-31624873304-0812T1753,2026-08-12T12:57:06-05:00,2014269,CLASE TEORICA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,150
gh-31624873304-0812T1753,2026-08-12T12:57:07-05:00,2011283,CLASE TEORICA,(1) Grupo 1,Docente Ajuste Resto,docente ajuste resto,0,NA,151
gh-31624873304-0812T1753,2026-08-12T12:57:09-05:00,2023216,CLASE TEORICA,(1) Grupo 1,Eduard Alexis Larrañaga Rubio; DAVID FELIPE BAMBAGUE SICHACA,david felipe bambague sichaca;eduard alexis larranaga rubio,40,NA,152
gh-31624873304-0812T1753,2026-08-12T12:57:09-05:00,2023216,CLASE TEORICA,(2) Grupo 2,Eduard Alexis Larrañaga Rubio; DAVID FELIPE BAMBAGUE SICHACA,david felipe bambague sichaca;eduard alexis larranaga rubio,40,NA,152
gh-31624873304-0812T1753,2026-08-12T12:57:10-05:00,2025981,CLASE TEORICA,(1) Grupo 1 - Introducción a la cultura Contemporanea Alemana,Mathias Diederich,mathias diederich,26,NA,153
gh-31624873304-0812T1753,2026-08-12T12:57:10-05:00,2025981,CLASE TEORICA,(2) Grupo 2 - Introducción a la cultura Contemporanea Alemana,Mathias Diederich,mathias diederich,25,NA,153
gh-31624873304-0812T1753,2026-08-12T12:57:12-05:00,2025053,NA,(1) Grupo 1 - Clase Presencial,No informado,NA,50,NA,154
gh-31624873304-0812T1753,2026-08-12T12:57:13-05:00,2029556,NA,(1) Grupo 1 - Clase Presencial,Zsoka Horvath,zsoka horvath,50,NA,155
gh-31624873304-0812T1753,2026-08-12T12:57:17-05:00,2029615,NA,"(1) Grupo 1 - Italiano, historia, sociedad y cultura",Pablo Reyes Pozzi,pablo reyes pozzi,37,NA,158
gh-31624873304-0812T1753,2026-08-12T12:57:18-05:00,2022630,CLASE TEORICA,(1) Italiano Electivo I - Grupo 1,Pablo Reyes Pozzi,pablo reyes pozzi,26,NA,159
gh-31624873304-0812T1753,2026-08-12T12:57:18-05:00,2022630,CLASE TEORICA,(2) Italiano Electivo I - Grupo 2,Pablo Reyes Pozzi,pablo reyes pozzi,26,NA,159
gh-31624873304-0812T1753,2026-08-12T12:57:20-05:00,2022631,CLASE TEORICA,(2) Grupo 2 - Italiano Electivo II,Pablo Reyes Pozzi,pablo reyes pozzi,22,NA,160
gh-31624873304-0812T1753,2026-08-12T12:57:21-05:00,2021471,CLASE TEORICA,(1) Grupo 1 - Japonés Electivo I,Yeny Mireya Echeverria Barajas,yeny mireya echeverria barajas,27,NA,161
gh-31624873304-0812T1753,2026-08-12T12:57:22-05:00,2021472,CLASE TEORICA,(1) Grupo 1 - Japonés Electivo II,Yeny Mireya Echeverria Barajas,yeny mireya echeverria barajas,26,NA,162
gh-31624873304-0812T1753,2026-08-12T12:57:24-05:00,2021473,CLASE TEORICA,(1) Grupo 1 - Japonés Electivo III,Yeny Mireya Echeverria Barajas,yeny mireya echeverria barajas,25,NA,163
gh-31624873304-0812T1753,2026-08-12T12:57:26-05:00,2029790,CLASE TEORICA,(1) GRUPO 1,GIOVANNI MOLANO CRUZ,giovanni molano cruz,20,NA,165
gh-31624873304-0812T1753,2026-08-12T12:57:27-05:00,2023919,CLASE TEORICA,(1) Grupo 1 - 2023919,Alvaro Daniel Reyes Gomez,alvaro daniel reyes gomez,55,NA,166
gh-31624873304-0812T1753,2026-08-12T12:57:29-05:00,2029046,CLASE TEORICA,(1) Grupo 1 - Clase Remota - Sede Bogotá,Maria Clemencia Del Pilar Castro Vergara; Sebastian Cuellar Sarmiento; Claudia Patricia Sierra Pardo,claudia patricia sierra pardo;maria clemencia del pilar castro vergara;sebastian cuellar sarmiento,250,NA,167
gh-31624873304-0812T1753,2026-08-12T12:57:30-05:00,2028036,CLASE TEORICA,(1) Grupo 1,WILLIAM CHAVARRO ROJAS,william chavarro rojas,46,NA,168
gh-31624873304-0812T1753,2026-08-12T12:57:32-05:00,2026611,NA,(1) Grupo 1,German Dario Florez Acero,german dario florez acero,25,NA,170
gh-31624873304-0812T1753,2026-08-12T12:57:35-05:00,2029557,NA,(1) Grupo 1 - Clase Presencial,Zsoka Horvath,zsoka horvath,25,NA,172
gh-31624873304-0812T1753,2026-08-12T12:57:36-05:00,2029844,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Zsoka Horvath,zsoka horvath,25,NA,173
gh-31624873304-0812T1753,2026-08-12T12:57:38-05:00,2023240,CLASE TEORICA,(1) Grupo 1,Francelina Muchavisoy Becerra,francelina muchavisoy becerra,20,NA,174
gh-31624873304-0812T1753,2026-08-12T12:57:39-05:00,2029611,NA,(1) Grupo 1,Francelina Muchavisoy Becerra,francelina muchavisoy becerra,20,NA,175
gh-31624873304-0812T1753,2026-08-12T12:57:40-05:00,2023241,CLASE TEORICA,(1) Grupo 1,Rafael Segundo Mercado Epieyu,rafael segundo mercado epieyu,20,NA,176
gh-31624873304-0812T1753,2026-08-12T12:57:41-05:00,2016253,NA,(1) Grupo 1 - Lingüística Italiana,Rodolfo Suarez Ortega,rodolfo suarez ortega,26,NA,177
gh-31624873304-0812T1753,2026-08-12T12:57:43-05:00,2022221,CLASE TEORICA,(1) Grupo 1,Juan Diego Antonio Pablo Caicedo Gonzalez,juan diego antonio pablo caicedo gonzalez,90,NA,178
gh-31624873304-0812T1753,2026-08-12T12:57:45-05:00,2027191,NA,(1) Grupo 1 (2026-2S),MIGUEL ANTONIO MORÓN CAMPOS,miguel antonio moron campos,20,NA,180
gh-31624873304-0812T1753,2026-08-12T12:57:50-05:00,2025703,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Maguemati Wabgou,maguemati wabgou,50,NA,184
gh-31624873304-0812T1753,2026-08-12T12:57:54-05:00,2022225,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Ricardo Montezuma Enriquez,ricardo montezuma enriquez,100,NA,187
gh-31624873304-0812T1753,2026-08-12T12:57:55-05:00,2026688,NA,(1) Grupo 1,Fabian Rodolfo Acosta Sanchez,fabian rodolfo acosta sanchez,30,NA,188
gh-31624873304-0812T1753,2026-08-12T12:57:56-05:00,2024006,CLASE TEORICA,"(1) GRUPO 1 (Muerte, duelo y venganza - 2024006)",Maria Alejandra Tapia Millan,maria alejandra tapia millan,55,NA,189
gh-31624873304-0812T1753,2026-08-12T12:58:00-05:00,2024994,NA,(1) Grupo 1,Aleida Dianey Clavijo Grimaldo,aleida dianey clavijo grimaldo,20,NA,192
gh-31624873304-0812T1753,2026-08-12T12:58:02-05:00,2022229,CLASE TEORICO PRACTICA,(1) Grupo 1,Bernardo Rincon Martinez,bernardo rincon martinez,28,NA,193
gh-31624873304-0812T1753,2026-08-12T12:58:03-05:00,2024221,CLASE TEORICA,(1) Grupo 1,ISAAC QUILCUE PUMBA,isaac quilcue pumba,20,NA,194
gh-31624873304-0812T1753,2026-08-12T12:58:04-05:00,2028288,CLASE TEORICA,(1) Grupo 1,ISAAC QUILCUE PUMBA,isaac quilcue pumba,18,NA,195
gh-31624873304-0812T1753,2026-08-12T12:58:06-05:00,2023217,NA,(1) Grupo 01,Benjamin Calvo Mozo,benjamin calvo mozo,40,NA,196
gh-31624873304-0812T1753,2026-08-12T12:58:07-05:00,2029650,CLASE TEORICA,(1) Grupo 1 - Clase presencial,CLAUDIA MARINA MUÑOZ DIAZ,claudia marina munoz diaz,50,NA,197
gh-31624873304-0812T1753,2026-08-12T12:58:09-05:00,2028465,CLASE TEORICA,(1) Grupo 1 - Clase Presencial - Sede Bogotá,Egberto Bermudez Cujar,egberto bermudez cujar,200,NA,199
gh-31624873304-0812T1753,2026-08-12T12:58:11-05:00,2021160,CLASE TEORICA,(1) Grupo 1 - Clase Remota - Sede Bogotá,Jairo Alexis Rodriguez Lopez,jairo alexis rodriguez lopez,200,NA,200
gh-31624873304-0812T1753,2026-08-12T12:58:15-05:00,2029728,CLASE TEORICA,(1) GRUPO 1,Ivonne Patricia Leon Peñuela; Julio Rafael Quiñones Paez,ivonne patricia leon penuela;julio rafael quinones paez,35,NA,203
gh-31624873304-0812T1753,2026-08-12T12:58:16-05:00,2025665,CLASE TEORICA,(1) Grupo 1,Natalia Gutierrez Echeverry,natalia gutierrez echeverry,20,NA,204
gh-31624873304-0812T1753,2026-08-12T12:58:17-05:00,2029896,CLASE TEORICA,(1) GRUPO 1,No informado,NA,25,NA,205
gh-31624873304-0812T1753,2026-08-12T12:58:19-05:00,2021478,CLASE TEORICA,(1) Grupo 1 - Portugués Electivo I,Lina Lucia Oliveira Da Silva,lina lucia oliveira da silva,28,NA,206
gh-31624873304-0812T1753,2026-08-12T12:58:20-05:00,2021479,CLASE TEORICA,(1) Grupo 1 - Portugués Electivo II,Lina Lucia Oliveira Da Silva,lina lucia oliveira da silva,25,NA,207
gh-31624873304-0812T1753,2026-08-12T12:58:21-05:00,2021480,CLASE TEORICA,(1) Grupo 1,No informado,NA,9,NA,208
gh-31624873304-0812T1753,2026-08-12T12:58:23-05:00,2026065,CLASE TEORICA,(1) Grupo 1,Laura Vivian Gutierrez Perez,laura vivian gutierrez perez,0,NA,209
gh-31624873304-0812T1753,2026-08-12T12:58:23-05:00,2026065,CLASE TEORICA,(2) Grupo 2,Daniela Viola,daniela viola,0,NA,209
gh-31624873304-0812T1753,2026-08-12T12:58:24-05:00,2027119,NA,(1) Grupo 1,JACINEIDE DA CRUZ CONCEIÇÃO,jacineide da cruz conceicao,0,NA,210
gh-31624873304-0812T1753,2026-08-12T12:58:24-05:00,2027119,NA,(2) Grupo 2,JANIO VASCONCELOS PEREIRA,janio vasconcelos pereira,0,NA,210
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(1) Grupo 1 - Odontología,Dairo Javier Marin Zuluaga,dairo javier marin zuluaga,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(10) Grupo 10 - Ingeniería Química,Cesar Augusto Sanchez Correa,cesar augusto sanchez correa,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(11) Grupo 11 - Ingeniería Química,Oscar Yesid Suarez Palacios,oscar yesid suarez palacios,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(12) Grupo 12 - Ingeniería Química,Gustavo Adolfo Orozco Alvarado,gustavo adolfo orozco alvarado,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(2) Grupo 2 - Odontología,Hania Gicella Camargo Huertas,hania gicella camargo huertas,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(3) Grupo 3 - Odontología,Hania Gicella Camargo Huertas,hania gicella camargo huertas,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(4) Grupo 4 - Odontología,Claudia Milena Rincon Bermudez,claudia milena rincon bermudez,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(6) Grupo 6 - Odontología,Diego Sabogal Rojas,diego sabogal rojas,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(7) Grupo 7 - Odontología,Sandra Lucia Patiño Niño,sandra lucia patino nino,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(8) Grupo 8 - Ingenieria Química,Alvaro Orjuela Londono,alvaro orjuela londono,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:26-05:00,2029561,CLASE TEORICA,(9) Grupo 9 - Ingeniería Química,Nestor Yezid Rojas Roa,nestor yezid rojas roa,0,NA,211
gh-31624873304-0812T1753,2026-08-12T12:58:27-05:00,2029562,CLASE TEORICA,(2) Grupo 2 - Ingeniería Química,Leonardo David Donado Garzon,leonardo david donado garzon,1,NA,212
gh-31624873304-0812T1753,2026-08-12T12:58:31-05:00,2022240,CLASE TEORICA,(1) Grupo 1,NELLY ESTHER CALIZ ROMERO,nelly esther caliz romero,15,NA,215
gh-31624873304-0812T1753,2026-08-12T12:58:34-05:00,2021483,CLASE TEORICA,(1) Grupo 1 (2021483),Beatriz Eugenia Ramos Gonzalez,beatriz eugenia ramos gonzalez,55,NA,217
gh-31624873304-0812T1753,2026-08-12T12:58:35-05:00,2021485,CLASE TEORICA,(1) Grupo 1 - (Psioanálisis y psicoterapias - 2021485),Carmen Lucia Diaz Leguizamon,carmen lucia diaz leguizamon,55,NA,218
gh-31624873304-0812T1753,2026-08-12T12:58:36-05:00,2029382,CLASE TEORICA,(1) GRUPO 1,Maria Teresa Pinto Ocampo,maria teresa pinto ocampo,20,NA,219
gh-31624873304-0812T1753,2026-08-12T12:58:38-05:00,2025691,CLASE TEORICA,(1) Grupo 1 - Clase presencial,Oscar Andres Lizarazo Cortes,oscar andres lizarazo cortes,30,NA,220
gh-31624873304-0812T1753,2026-08-12T12:58:40-05:00,2029856,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Sara Eloisa Del Castillo Matamoros,sara eloisa del castillo matamoros,65,NA,222
gh-31624873304-0812T1753,2026-08-12T12:58:44-05:00,2029778,NA,(1) Grupo 1,Juan Sebastian Paramo Rueda,juan sebastian paramo rueda,25,NA,225
gh-31624873304-0812T1753,2026-08-12T12:58:47-05:00,2029281,CLASE TEORICA,(1) Grupo 1,Edgar Eduardo Romero Castro,edgar eduardo romero castro,20,NA,227
gh-31624873304-0812T1753,2026-08-12T12:58:48-05:00,2026834,NA,(1) Grupo 1 - Clase presencial,Moises Ildefonso Cetre Castillo,moises ildefonso cetre castillo,40,NA,228
gh-31624873304-0812T1753,2026-08-12T12:58:49-05:00,2028300,CLASE TEORICA,(1) Grupo 1 - Clase presencial,Moises Ildefonso Cetre Castillo,moises ildefonso cetre castillo,40,NA,229
gh-31624873304-0812T1753,2026-08-12T12:58:50-05:00,2024124,CLASE TEORICA,(1) Grupo 1 - Clase presencial,Juan Diego Antonio Pablo Caicedo Gonzalez,juan diego antonio pablo caicedo gonzalez,130,NA,230
gh-31624873304-0812T1753,2026-08-12T12:58:56-05:00,2018842,CLASE TEORICO PRACTICA,(6) Grupo 6 - Juan Manuel Carvajalino,Juan Manuel Carvajalino Fernandez,juan manuel carvajalino fernandez,1,NA,234
gh-31624873304-0812T1753,2026-08-12T12:59:08-05:00,2015725,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,NEZAKET BAYKAL,nezaket baykal,25,NA,244
gh-31624873304-0812T1753,2026-08-12T12:59:08-05:00,2015725,CLASE TEORICA,(2) Grupo 2 - Clase Presencial,NEZAKET BAYKAL,nezaket baykal,25,NA,244
gh-31624873304-0812T1753,2026-08-12T12:59:08-05:00,2015725,CLASE TEORICA,(3) Grupo 3 - Clase Presencial,Betul Ozen,betul ozen,25,NA,244
gh-31624873304-0812T1753,2026-08-12T12:59:10-05:00,2015732,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,NEZAKET BAYKAL,nezaket baykal,25,NA,245
gh-31624873304-0812T1753,2026-08-12T12:59:10-05:00,2015732,CLASE TEORICA,(2) Grupo 2 - Clase presencial,Betul Ozen,betul ozen,25,NA,245
gh-31624873304-0812T1753,2026-08-12T12:59:11-05:00,2027134,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,No informado,NA,50,NA,246
gh-31624873304-0812T1753,2026-08-12T12:59:12-05:00,2023242,CLASE TEORICA,(1) Grupo 1,Norberto Farekatde Maribba,norberto farekatde maribba,20,NA,247
gh-31624873304-0812T1753,2026-08-12T12:59:12-05:00,2023242,CLASE TEORICA,(2) Grupo 2,Norberto Farekatde Maribba,norberto farekatde maribba,20,NA,247
gh-31624873304-0812T1753,2026-08-12T12:59:13-05:00,2023243,CLASE TEORICA,(1) Grupo 1,Norberto Farekatde Maribba,norberto farekatde maribba,20,NA,248
gh-31624873304-0812T1753,2026-08-12T12:59:13-05:00,2023243,CLASE TEORICA,(2) Grupo 2,Norberto Farekatde Maribba,norberto farekatde maribba,20,NA,248
gh-31624873304-0812T1753,2026-08-12T12:59:15-05:00,2016197,NA,(1) 2016197-1 VENTILACIÓN Y AIRE ACONDICIONADO,Juan Gustavo Mahecha Bautista,juan gustavo mahecha bautista,0,NA,249
gh-31624873304-0812T1753,2026-08-12T12:59:16-05:00,2025156,CLASE TEORICA,(1) Grupo 1,Carlos Alberto Torres Tovar,carlos alberto torres tovar,0,NA,250
