fecha_hora,codigo,asignatura,grupo,cupos_disponibles
2026-07-21T04:35+00:00,2015938,Acueductos,(1) Grupo 1,3
2026-07-21T04:35+00:00,2015938,Acueductos,(2) Grupo 2,7
2026-07-21T04:35+00:00,2015938,Acueductos,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015938,Acueductos,(4) Grupo 4,2
2026-07-21T04:35+00:00,2015939,Alcantarillados,(1) Grupo 1,0
2026-07-21T04:35+00:00,2015939,Alcantarillados,(2) Grupo 2,1
2026-07-21T04:35+00:00,2015939,Alcantarillados,(3) Grupo 3,1
2026-07-21T04:35+00:00,2015939,Alcantarillados,(4) Grupo 4,2
2026-07-21T04:35+00:00,2015939,Alcantarillados,(5) Grupo 5,2
2026-07-21T04:35+00:00,2015940,Análisis estructural aplicado,(BCA_0103) Cierre Anticipado Grupo 2,0
2026-07-21T04:35+00:00,2015940,Análisis estructural aplicado,(BCA_0434) Cierre Naticipado Grupo 3,0
2026-07-21T04:35+00:00,2015940,Análisis estructural aplicado,(1) Grupo 1,9
2026-07-21T04:35+00:00,2015940,Análisis estructural aplicado,(2) Grupo 2,3
2026-07-21T04:35+00:00,2015940,Análisis estructural aplicado,(3) Grupo 3,1
2026-07-21T04:35+00:00,2015941,Análisis estructural básico,(1) Grupo 1,1
2026-07-21T04:35+00:00,2015941,Análisis estructural básico,(2) Grupo 2,5
2026-07-21T04:35+00:00,2015941,Análisis estructural básico,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015941,Análisis estructural básico,(4) Grupo 4,3
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(1) Grupo 1,13
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(10) Grupo 10,7
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(11) Grupo 11,8
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(12) Grupo 12,4
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(14) Grupo 14,14
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(16) Grupo 16,8
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(17) Grupo 17,3
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(19) Grupo 19,10
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(2) Grupo 2,10
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(20) Grupo 20,7
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(21) Grupo 21,7
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(22) Grupo 22,6
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(23) Grupo 23,0
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(24) Grupo 24,5
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(25) Grupo 25,3
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(26) Grupo 26,4
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(27) Grupo 27,6
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(28) Grupo 28,20
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(29) Grupo 29,27
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(3) Grupo 3,14
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(30) Grupo 30,8
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(32) Grupo 32,10
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(4) Grupo 4,7
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(5) Grupo 5,12
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(6) Grupo 6,7
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(7) Grupo 7,3
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(8) Grupo 8,8
2026-07-21T04:35+00:00,1000004-B,Cálculo diferencial,(9) Grupo 9,3
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(1) Grupo 1,19
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(10) Grupo 10,18
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(11) Grupo 11,16
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(12) Grupo 12,3
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(13) Grupo 13,7
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(14) Grupo 14,1
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(15) Grupo 15,9
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(16) Grupo 16,0
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(17) Grupo 17,2
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(2) Grupo 2,4
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(3) Grupo 3,2
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(4) Grupo 4,37
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(5) Grupo 5,11
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(6) Grupo 6,5
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(7) Grupo 7,61
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(8) Grupo 8,16
2026-07-21T04:35+00:00,1000006-B,Cálculo en varias variables,(9) Grupo 9,0
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(1) Grupo 1,0
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(10) Grupo 10,1
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(12) Grupo 12,9
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(13) Grupo 13,27
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(14) Grupo 14,27
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(15) Grupo 15,6
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(16) Grupo 16,9
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(17) Grupo 17,0
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(18) Grupo 18,0
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(19) Grupo 19,8
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(2) Grupo 2,23
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(20) Grupo 20,10
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(21) Grupo 21,14
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(22) Grupo 22,29
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(3) Grupo 3,33
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(4) Grupo 4,7
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(6) Grupo 6,5
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(7) Grupo 7,0
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(8) Grupo 8,8
2026-07-21T04:35+00:00,1000005-B,Cálculo Integral,(9) Grupo 9,1
2026-07-21T04:35+00:00,2015229,Colombia Contemporánea,(BCA_318) cierre anticipado grupo 1,0
2026-07-21T04:35+00:00,2015229,Colombia Contemporánea,(CARI) Grupo 1 PEAMA Caribe,2
2026-07-21T04:35+00:00,2015943,Construcción de edificaciones,(1) Grupo 1,1
2026-07-21T04:35+00:00,2015944,Construcción de Infraestructura Vial,(BCA_0436) Cierre Anticipado Grupo 1,0
2026-07-21T04:35+00:00,2015944,Construcción de Infraestructura Vial,(1) Grupo 1,3
2026-07-21T04:35+00:00,2015711,Dibujo básico,(10) 2015711-10 Dibujo básico,10
2026-07-21T04:35+00:00,2015711,Dibujo básico,(11) 2015711-11 Dibujo básico,10
2026-07-21T04:35+00:00,2015711,Dibujo básico,(14) 2015711-14 Dibujo básico,8
2026-07-21T04:35+00:00,2015711,Dibujo básico,(4) 2015711-4 Dibujo básico,11
2026-07-21T04:35+00:00,2015711,Dibujo básico,(5) 2015711-5 Dibujo básico,6
2026-07-21T04:35+00:00,2015711,Dibujo básico,(7) 2015711-7 Dibujo básico,22
2026-07-21T04:35+00:00,2015711,Dibujo básico,(8) 2015711-8 Dibujo básico,7
2026-07-21T04:35+00:00,2015711,Dibujo básico,(9) 2015711-9 Dibujo básico,4
2026-07-21T04:35+00:00,2015948,Dinámica,(1) Grupo 1,11
2026-07-21T04:35+00:00,2015948,Dinámica,(2) Grupo 2,2
2026-07-21T04:35+00:00,2015948,Dinámica,(3) Grupo 3,5
2026-07-21T04:35+00:00,2015950,Diseño estructural,(1) Grupo 1,1
2026-07-21T04:35+00:00,2015950,Diseño estructural,(2) Grupo 2,2
2026-07-21T04:35+00:00,2015950,Diseño estructural,(3) Grupo 3,7
2026-07-21T04:35+00:00,2015950,Diseño estructural,(4) Grupo 4,9
2026-07-21T04:35+00:00,2015950,Diseño estructural,(5) Grupo 5,3
2026-07-21T04:35+00:00,2015949,Diseño geométrico de Vías,(1) Grupo 1,9
2026-07-21T04:35+00:00,2015949,Diseño geométrico de Vías,(3) Grupo 2,3
2026-07-21T04:35+00:00,2015949,Diseño geométrico de Vías,(2) Grupo 3,0
2026-07-21T04:35+00:00,2015949,Diseño geométrico de Vías,(4) Grupo 4,11
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(1) Grupo 1,16
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(11) Grupo 11,3
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(12) Grupo 12,37
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(14) Grupo 14,0
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(2) Grupo 2,1
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(3) Grupo 3,12
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(4) Grupo 4,13
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(6) Grupo 6,1
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(7) Grupo 7,3
2026-07-21T04:35+00:00,1000007-B,Ecuaciones Diferenciales,(9) Grupo 9,0
2026-07-21T04:35+00:00,2026134,Estática,(1) Grupo 1,4
2026-07-21T04:35+00:00,2026134,Estática,(2) Grupo 2,2
2026-07-21T04:35+00:00,2026134,Estática,(3) Grupo 3,2
2026-07-21T04:35+00:00,2026134,Estática,(4) Grupo 4,2
2026-07-21T04:35+00:00,2026134,Estática,(5) Grupo 5,2
2026-07-21T04:35+00:00,2026134,Estática,(6) Grupo 6,0
2026-07-21T04:35+00:00,2026134,Estática,(7) Grupo 7,7
2026-07-21T04:35+00:00,2015954,Estructuras hidráulicas,(2) Grupo 2,8
2026-07-21T04:35+00:00,2015954,Estructuras hidráulicas,(3) Grupo 3,2
2026-07-21T04:35+00:00,2015954,Estructuras hidráulicas,(4) Grupo 4,0
2026-07-21T04:35+00:00,2015955,Fundamentos de construcción,(1) Grupo 1,9
2026-07-21T04:35+00:00,2015955,Fundamentos de construcción,(2) Grupo 2,0
2026-07-21T04:35+00:00,2015955,Fundamentos de construcción,(3) Grupo 3,0
2026-07-21T04:35+00:00,1000011-B,Fundamentos de ecología,(1) Grupo 1,97
2026-07-21T04:35+00:00,1000011-B,Fundamentos de ecología,(3) Grupo 3,2
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(1) Grupo 1,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(10) Grupo 10,7
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(11) Grupo 11,21
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(12) Grupo 12,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(14) Grupo 14,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(15) Grupo 15,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(16) Grupo 16,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(17) Grupo 17,9
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(18) Grupo 18,6
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(19) Grupo 19,19
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(2) Grupo 2,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(20) Grupo 20,27
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(21) Grupo 21,27
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(22) Grupo 22,28
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(23) Grupo 23,29
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(25) Grupo 25,36
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(26) Grupo 26 (VIRTUAL),76
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(3) Grupo 3,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(4) Grupo 4,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(5) Grupo 5,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(6) Grupo 6,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(7) Grupo 7,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(8) Grupo 8,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(9) Grupo 9,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(1) Grupo 1,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(10) Grupo 10,7
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(11) Grupo 11,20
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(12) Grupo 12,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(14) Grupo 14,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(15) Grupo 15,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(16) Grupo 16,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(17) Grupo 17,9
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(18) Grupo 18,6
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(19) Grupo 19,19
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(2) Grupo 2,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(20) Grupo 20,27
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(21) Grupo 21,24
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(22) Grupo 22,28
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(23) Grupo 23,29
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(25) Grupo 25,26
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(26) Grupo 26 (VIRTUAL),76
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(3) Grupo 3,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(4) Grupo 4,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(5) Grupo 5,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(6) Grupo 6,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(7) Grupo 7,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(8) Grupo 8,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(9) Grupo 9,8
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(16) Gruop 16,8
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(1) Grupo 1,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(10) Grupo 10,7
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(11) Grupo 11,21
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(12) Grupo 12,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(14) Grupo 14,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(15) Grupo 15,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(17) Grupo 17,8
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(18) Grupo 18,7
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(19) Grupo 19,19
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(2) Grupo 2,1
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(20) Grupo 20,27
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(21) Grupo 21,27
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(22) Grupo 22,28
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(23) Grupo 23,29
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(25) Grupo 25,36
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(26) Grupo 26 (VIRTUAL),76
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(3) Grupo 3,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(4) Grupo 4,0
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(5) Grupo 5,4
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(6) Grupo 6,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(7) Grupo 7,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(8) Grupo 8,3
2026-07-21T04:35+00:00,1000019-B,Fundamentos de mecánica,(9) Grupo 9,8
2026-07-21T04:35+00:00,2015956,Geología,(1) Grupo 1,2
2026-07-21T04:35+00:00,2015956,Geología,(2) Grupo 2,1
2026-07-21T04:35+00:00,2015956,Geología,(3) Grupo 3,2
2026-07-21T04:35+00:00,2015957,Geomática Aplicada,(1) Grupo 1,14
2026-07-21T04:35+00:00,2015957,Geomática Aplicada,(2) Grupo 2,17
2026-07-21T04:35+00:00,2015957,Geomática Aplicada,(3) Grupo 3,3
2026-07-21T04:35+00:00,2015957,Geomática Aplicada,(4) Grupo 4,3
2026-07-21T04:35+00:00,2015958,Geomática básica,(1) Grupo 1,10
2026-07-21T04:35+00:00,2015958,Geomática básica,(2) Grupo 2,7
2026-07-21T04:35+00:00,2015958,Geomática básica,(3) Grupo 3,1
2026-07-21T04:35+00:00,2015958,Geomática básica,(4) Grupo 4,1
2026-07-21T04:35+00:00,2015958,Geomática básica,(5) Grupo 5,0
2026-07-21T04:35+00:00,2015958,Geomática básica,(6) Grupo 6,2
2026-07-21T04:35+00:00,2015958,Geomática básica,(7) Grupo 7,10
2026-07-21T04:35+00:00,2015958,Geomática básica,(8) Grupo 8,5
2026-07-21T04:35+00:00,2015958,Geomática básica,(9) Grupo 9,0
2026-07-21T04:35+00:00,2015958,Geomática básica,(1) Grupo 1,10
2026-07-21T04:35+00:00,2015958,Geomática básica,(2) Grupo 2,7
2026-07-21T04:35+00:00,2015958,Geomática básica,(3) Grupo 3,1
2026-07-21T04:35+00:00,2015958,Geomática básica,(4) Grupo 4,1
2026-07-21T04:35+00:00,2015958,Geomática básica,(6) Grupo 6,12
2026-07-21T04:35+00:00,2015958,Geomática básica,(8) Grupo 8,5
2026-07-21T04:35+00:00,2015959,Geotecnia,(1) Grupo 1,21
2026-07-21T04:35+00:00,2015959,Geotecnia,(2) Grupo 2,0
2026-07-21T04:35+00:00,2015959,Geotecnia,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015959,Geotecnia,(4) Grupo 4,17
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(1) Grupo 1,2
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(2) Grupo 2,1
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(4) Grupo 4,1
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(5) Grupo 5,5
2026-07-21T04:35+00:00,2015961,Hidráulica básica,(6) Grupo 6,1
2026-07-21T04:35+00:00,2015978,Hidrología,(1) Grupo 1,1
2026-07-21T04:35+00:00,2015978,Hidrología,(2) Grupo 2,5
2026-07-21T04:35+00:00,2015978,Hidrología,(3) Grupo 3,10
2026-07-21T04:35+00:00,2015978,Hidrología,(4) Grupo 4,2
2026-07-21T04:35+00:00,2015978,Hidrología,(5) Grupo 5,7
2026-07-21T04:35+00:00,2026135,Ingeniería civil sostenible,(BCA_0121) Cierre Antricipado Grupo 1,0
2026-07-21T04:35+00:00,2026135,Ingeniería civil sostenible,(1) Grupo 1,3
2026-07-21T04:35+00:00,2026135,Ingeniería civil sostenible,(2) Grupo 2,9
2026-07-21T04:35+00:00,2026135,Ingeniería civil sostenible,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015963,Ingeniería de Tránsito,(1) Grupo 1,0
2026-07-21T04:35+00:00,2015963,Ingeniería de Tránsito,(2) Grupo 2,1
2026-07-21T04:35+00:00,2015963,Ingeniería de Tránsito,(3) Grupo 3,10
2026-07-21T04:35+00:00,2026138,Ingenieria de transporte,(1) Grupo 1,0
2026-07-21T04:35+00:00,2026138,Ingenieria de transporte,(2) Grupo 2,7
2026-07-21T04:35+00:00,2026138,Ingenieria de transporte,(3) Grupo 3,2
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(BCA_0226) Cierre anticipado grupo 6,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(1) Grupo 1,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(10) Grupo 10,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(11) Grupo 11,5
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(2) Grupo 2,1
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(3) Grupo 3,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(4) Grupo 4,1
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(5) Grupo 5 - Virtual,1
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(6) Grupo 6,1
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(7) Grupo 7,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(8) Grupo 8,0
2026-07-21T04:35+00:00,2015703,Ingeniería económica,(9) Grupo 9,0
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(1) Grupo 1,9
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(2) Grupo 2,3
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(3) Grupo 3,2
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(4) Grupo 4,4
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(5) Grupo 5,0
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(6) Grupo 6,3
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(7) Grupo 7,10
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(8) Grupo 8,3
2026-07-21T04:35+00:00,1000044-B,Inglés I- Semestral,(9) Grupo 9,3
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(1) Grupo 1,4
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(10) Grupo 10,7
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(11) Grupo 11,10
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(12) Grupo 12,6
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(13) Grupo 13,7
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(14) Grupo 14,10
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(15) Grupo 15,14
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(16) Grupo 16,11
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(2) Grupo 2,0
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(3) Grupo 3,9
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(4) Grupo 4,12
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(5) Grupo 5,2
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(6) Grupo 6,3
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(7) Grupo 7,8
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(8) Grupo 8,10
2026-07-21T04:35+00:00,1000045-B,Inglés II - Semestral,(9) Grupo 9,26
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(1) Grupo 1,10
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(10) Grupo 10,6
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(11) Grupo 11,8
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(12) Grupo 12,2
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(13) Grupo 13,3
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(14) Grupo 14,4
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(15) Grupo 15,3
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(16) Grupo 16,1
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(17) Grupo 17,17
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(18) Grupo 18,15
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(2) Grupo 2,1
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(3) Grupo 3,15
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(4) Grupo 4,11
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(5) Grupo 5,2
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(6) Grupo 6,7
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(7) Grupo 7,5
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(8) Grupo 8,4
2026-07-21T04:35+00:00,1000046-B,Inglés III - Semestral,(9) Grupo 9,16
2026-07-21T04:35+00:00,1000052-B,Inglés Intensivo I y II,(1) Grupo 1,10
2026-07-21T04:35+00:00,1000052-B,Inglés Intensivo I y II,(2) Grupo 2,11
2026-07-21T04:35+00:00,1000052-B,Inglés Intensivo I y II,(3) Grupo 3,19
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(1) Grupo 1,11
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(2) Grupo 2,4
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(3) Grupo 3,9
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(4) Grupo 4,13
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(5) Grupo 5,23
2026-07-21T04:35+00:00,1000053-B,Inglés Intensivo III y IV,(6) Grupo 6,5
2026-07-21T04:35+00:00,1000047-B,Inglés IV- Semestral,(1) Grupo 1,11
2026-07-21T04:35+00:00,1000047-B,Inglés IV- Semestral,(10) Grupo 10,2
