codigo_asignatura,asignatura,planes,tipologia,creditos,grupo,actividad,profesores,cupos_disponibles,jornada,dia,hora_inicio,hora_fin,salon,edificio,tipo_espacio,salon_nombre,fecha
2021142,Clima y diversidad de clima de Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,,Raul Eduardo Gomez Torres,46,DIURNO,JUEVES,14:00,16:00,564-303,564 - Gloria Amparo Galeano Garcés,,SALON 303,27/08/2026 - 16/12/2026
2021142,Clima y diversidad de clima de Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2,,Raul Eduardo Gomez Torres,46,DIURNO,MIÉRCOLES,11:00,13:00,564-303,564 - Gloria Amparo Galeano Garcés,,SALON 303,27/08/2026 - 16/12/2026
2021142,Clima y diversidad de clima de Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2,,Raul Eduardo Gomez Torres,46,DIURNO,VIERNES,11:00,13:00,564-303,564 - Gloria Amparo Galeano Garcés,,SALON 303,27/08/2026 - 16/12/2026
2028571,Clínica jurídica: litigio estratégico,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,CLASE TEORICA,Diana Carolina Florez Bayona,30,DIURNO,VIERNES,07:00,10:00,610-109,610 - CISU - Centro de Integración de Servicios Universitarios,,AULA 109,27/08/2026 - 17/12/2026
2029900,"Colombia: afirmaciones, deformaciones y transformaciones de nuestra cultura nacional",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) GRUPO 1,CLASE TEORICA,Oscar Antonio Caballero Rodriguez,20,DIURNO,LUNES,09:00,12:00,,,,,24/08/2026 - 17/12/2026
2023244,Computacion grafica,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,5,(1) 2023244-1 Computacion grafica,,Miguel Angel Baquero Cortes,0,DIURNO,MARTES,09:00,11:00,453-221,453 - Guillermina Uribe Bone,OFICINA,SALA DE POSTGRADO 453-221A (SALA TIC),24/08/2026 - 17/12/2026
2023244,Computacion grafica,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,5,(1) 2023244-1 Computacion grafica,,Miguel Angel Baquero Cortes,0,DIURNO,JUEVES,09:00,11:00,453-221,453 - Guillermina Uribe Bone,OFICINA,SALA DE POSTGRADO 453-221A (SALA TIC),24/08/2026 - 17/12/2026
2026204,"Comunicación, arte y educación",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,2,(1) Grupo 1,CLASE SEMINARIO,Ramon Elberto Uribe Galves,25,DIURNO,MARTES,07:00,09:00,301-103,301 - Bellas Artes,TALLER,TALLER PINTURA EN EL ESPACIO,27/08/2026 - 16/12/2026
2026204,"Comunicación, arte y educación",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,2,(1) Grupo 1,CLASE SEMINARIO,Ramon Elberto Uribe Galves,25,DIURNO,JUEVES,07:00,09:00,301-103,301 - Bellas Artes,TALLER,TALLER PINTURA EN EL ESPACIO,27/08/2026 - 16/12/2026
2028569,"Constitución, democracia y paz",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,2,(1) Grupo 1,,Diana Marcela Hincapie Cetina,0,DIURNO,LUNES,07:00,10:00,201-120,201 - Arturo Valencia Zea,SALON,SALON DE CLASE,27/08/2026 - 17/12/2026
2029421,Construcción de paz y justicia transicional en Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,Jenniffer Vargas Reina,60,DIURNO,MIÉRCOLES,09:00,12:00,225-112,225 - Rogelio Salmona,SALON,SALON OVAL DARIO MESA CHICA,27/08/2026 - 16/12/2026
2017564,Contratacion estatal,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,,MARTA NUBIA VELASQUEZ RICO,30,DIURNO,MARTES,09:00,12:00,610-111,610 - CISU - Centro de Integración de Servicios Universitarios,,AULA 111,27/08/2026 - 17/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,LUNES,07:00,09:00,453-303,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-303,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,MARTES,07:00,09:00,454-301,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-301,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,MIÉRCOLES,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,JUEVES,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,VIERNES,07:00,09:00,453-303,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-303,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Irene Castilla Hernandez,0,DIURNO,SÁBADO,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Luis Enrique Pardo Granados,0,DIURNO,LUNES,18:00,20:00,453-111,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-111,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Luis Enrique Pardo Granados,0,DIURNO,MARTES,18:00,20:00,453-109,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-109,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Luis Enrique Pardo Granados,0,DIURNO,MIÉRCOLES,18:00,20:00,,,,,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Luis Enrique Pardo Granados,0,DIURNO,JUEVES,18:00,20:00,453-107,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-107,27/08/2026 - 12/12/2026
2027223,Corso intensivo di lingua italiana i internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Luis Enrique Pardo Granados,0,DIURNO,SÁBADO,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Sergio Cuadros Hernandez,0,DIURNO,LUNES,16:00,18:00,471-222B,471 - José Félix Patiño Restrepo,,AULA TEORICA,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Sergio Cuadros Hernandez,0,DIURNO,MARTES,16:00,18:00,453-405,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-405,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Sergio Cuadros Hernandez,0,DIURNO,MIÉRCOLES,16:00,18:00,453-311,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-311,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Sergio Cuadros Hernandez,0,DIURNO,JUEVES,16:00,18:00,453-115,453 - Guillermina Uribe Bone,SALA DE INFORMATICA Y/O DE COMPUTO,SALON DE CLASE 453-115,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Sergio Cuadros Hernandez,0,DIURNO,SÁBADO,07:00,09:00,311-305,311 - Lauchlin Currie,AUDITORIO,AUDITORIO,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Sergio Cuadros Hernandez,0,DIURNO,LUNES,18:00,20:00,,,,,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Sergio Cuadros Hernandez,0,DIURNO,MARTES,18:00,20:00,,,,,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Sergio Cuadros Hernandez,0,DIURNO,MIÉRCOLES,18:00,20:00,,,,,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Sergio Cuadros Hernandez,0,DIURNO,JUEVES,18:00,20:00,,,,,27/08/2026 - 12/12/2026
2027224,Corso intensivo di lingua italiana ii internazionalizzazione,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Sergio Cuadros Hernandez,0,DIURNO,SÁBADO,09:00,11:00,311-305,311 - Lauchlin Currie,AUDITORIO,AUDITORIO,27/08/2026 - 12/12/2026
2021152,Cuántica para todos y para todo,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase Remota - Sede Bogotá,CLASE TEORICA,Jose Jairo Giraldo Gallo,0,DIURNO,LUNES,17:00,20:00,EXT-BOG,ESPACIOS EXTERNOS DE LA UNIVERSIDAD,SALON,NO NECESITA SALON,27/08/2026 - 17/12/2026
7000293-B,Cultura del cuidado de la salud,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo Amazonia,CALSE TEORICA,Sonia Patricia Carreño Moreno,2,DIURNO,,,,,,,,
2029512,Democracia para extraterrestres,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase Presencial,CLASE TEORICA,David Alberto Roll Velez,50,DIURNO,JUEVES,14:00,17:00,610-209,610 - CISU - Centro de Integración de Servicios Universitarios,,AULA 209,27/08/2026 - 16/12/2026
2026702,Derecho agrario,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,,Daniel Alberto Libreros Caicedo,30,DIURNO,LUNES,14:00,17:00,610-110,610 - CISU - Centro de Integración de Servicios Universitarios,,AULA 110,27/08/2026 - 17/12/2026
2026205,Derecho urbanistico colombiano,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,,Diego Isaías Peña Porras,20,DIURNO,MARTES,09:00,12:00,610-313,610 - CISU - Centro de Integración de Servicios Universitarios,,Salon 610-313,27/08/2026 - 17/12/2026
2025976,Desarrollo de la ingeniería en Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,Antonio Jose Mejia Umaña,24,DIURNO,MARTES,11:00,13:00,454-305,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-305,27/08/2026 - 16/12/2026
2025976,Desarrollo de la ingeniería en Colombia,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,Antonio Jose Mejia Umaña,24,DIURNO,JUEVES,11:00,13:00,454-305,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-305,27/08/2026 - 16/12/2026
2022180,"Diseño, arte e ideología",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,CLASE TEORICO PRACTICA,Juan De La Cruz Sanchez Ramirez,62,DIURNO,VIERNES,14:00,17:00,301-105,301 - Bellas Artes,AUDITORIO,AUDITORIO,27/08/2026 - 16/12/2026
2029398,El engaño y la política: aproximación histórica y comparada,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) GRUPO 1,CLASE TEORICA,JUAN GABRIEL GOMEZ ALBARELLO,20,DIURNO,JUEVES,14:00,17:00,224-3030,224 - Manuel Ancizar,SALON,SALON DE CLASE - IEPRI,24/08/2026 - 17/12/2026
2023915,"El niño, sus síntomas y el inconsciente",2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) GRUPO 1 (2023915),CLASE TEORICA,Alvaro Daniel Reyes Gomez,55,DIURNO,LUNES,14:00,17:00,212-104,212 - José Agustín Blanco Barros,SALON,AULA 104,24/08/2026 - 17/12/2026
2015633,El oscuro objeto del deseo en la perversión y en la histeria,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - 2015633,CLASE TEORICA,Alvaro Daniel Reyes Gomez,55,DIURNO,JUEVES,07:00,10:00,212-104,212 - José Agustín Blanco Barros,SALON,AULA 104,24/08/2026 - 17/12/2026
2029789,El primer gobierno de izquierda en Colombia: elementos para un balance,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,CLARA ROCIO RODRIGUEZ PICO,0,DIURNO,,,,,,,,
2025336,Electiva en lengua Coreana I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2 - Clase Presencial,CLASE TEORICA,No informado,25,DIURNO,MARTES,09:00,11:00,212-112,212 - José Agustín Blanco Barros,SALON,AULA 112,27/08/2026 - 16/12/2026
2025336,Electiva en lengua Coreana I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2 - Clase Presencial,CLASE TEORICA,No informado,25,DIURNO,JUEVES,09:00,11:00,225-102,225 - Rogelio Salmona,SALON,SALON 102,27/08/2026 - 16/12/2026
2025814,Electiva en lengua Coreana II,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Electiva en Lengua Coreana II,CLASE TEORICA,No informado,25,DIURNO,LUNES,11:00,13:00,225-205,225 - Rogelio Salmona,SALON,SALON 205,27/08/2026 - 16/12/2026
2025814,Electiva en lengua Coreana II,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Electiva en Lengua Coreana II,CLASE TEORICA,No informado,25,DIURNO,MIÉRCOLES,11:00,13:00,,,,,27/08/2026 - 16/12/2026
2027941,En el interregno de la ilustración y romanticismo. los ecos de frankenstein,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase Presencial,CLASE TEORICA,EDMON CASTELL GINOVART,200,DIURNO,JUEVES,12:00,14:00,303C-004,303 - EDIFICIO DE LAS ARTES SEDE BOGOTA,AUDITORIO,TEATRO NUEVOS ESPACIOS DE LAS ARTES,27/08/2026 - 16/12/2026
2021154,Espacio y poder en América Latina,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORÍCA,Dario Indalecio Restrepo Botero,150,DIURNO,MARTES,11:00,13:00,310-113,310 - Antonio García Nossa,AUDITORIO,AUDITORIO PRINCIPAL,27/08/2026 - 16/12/2026
2021154,Espacio y poder en América Latina,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORÍCA,Dario Indalecio Restrepo Botero,150,DIURNO,JUEVES,11:00,13:00,310-113,310 - Antonio García Nossa,AUDITORIO,AUDITORIO PRINCIPAL,27/08/2026 - 16/12/2026
2029676,Estática integrada,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,8,(1) 2029676-1 Estática integrada,,Fernando José Rodríguez Mesa,0,DIURNO,MIÉRCOLES,09:00,11:00,454-204,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-204,24/08/2026 - 17/12/2026
2029676,Estática integrada,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,8,(1) 2029676-1 Estática integrada,,Fernando José Rodríguez Mesa,0,DIURNO,VIERNES,09:00,13:00,453-405,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-405,24/08/2026 - 17/12/2026
2029371,Estética de la vida,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase Presencial,CLASE TEORICA,Aurelio Alberto Horta Mesa,130,DIURNO,MARTES,14:00,16:00,225-AUD2,225 - Rogelio Salmona,AUDITORIO,AUDITORIO MARGARITA GONZALEZ,27/08/2026 - 16/12/2026
2015705,Farsi I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,LUNES,09:00,11:00,,,,,27/08/2026 - 16/12/2026
2015705,Farsi I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,MIÉRCOLES,09:00,11:00,205-205,205 - Orlando Fals Borda,SALON,AULA 205,27/08/2026 - 16/12/2026
2015705,Farsi I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,LUNES,11:00,13:00,205-204,205 - Orlando Fals Borda,SALON,AULA 204,27/08/2026 - 16/12/2026
2015705,Farsi I,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(2) Grupo 2 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,VIERNES,09:00,11:00,205-102,205 - Orlando Fals Borda,SALON,AULA 102,27/08/2026 - 16/12/2026
2015706,Farsi II,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,MIÉRCOLES,11:00,13:00,212-210,212 - José Agustín Blanco Barros,SALON,AULA 210,27/08/2026 - 16/12/2026
2015706,Farsi II,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1 - Clase presencial,CLASE TEORICA,No informado,25,DIURNO,VIERNES,11:00,13:00,225-104,225 - Rogelio Salmona,SALON,SALON 104,27/08/2026 - 16/12/2026
2021849,Filosofía de la Mente,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,3,(1) Grupo 1,,No informado,30,DIURNO,JUEVES,16:00,19:00,205-203,205 - Orlando Fals Borda,SALON,AULA 203,27/08/2026 - 16/12/2026
2026501,Física las grandes ideas que cambiaron al mundo,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,2,(1) Grupo 1 - (VIRTUAL),,Diego Alejandro Torres Galindo,500,DIURNO,LUNES,07:00,09:00,EXT-BOG,ESPACIOS EXTERNOS DE LA UNIVERSIDAD,SALON,NO NECESITA SALON,27/08/2026 - 16/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,LUNES,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,MARTES,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,MIÉRCOLES,07:00,09:00,454-201,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-201,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,JUEVES,07:00,09:00,,,,,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,VIERNES,07:00,09:00,453-109,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-109,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,CLASE TEORICA,Yenny Esperanza Rodríguez González,0,DIURNO,SÁBADO,07:00,09:00,454-201,454 - Luis Carlos Sarmiento Angulo,SALON,SALON DE CLASE 454-201,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,CLASE TEORICA,Luz Angela Segura Barrero,0,DIURNO,LUNES,16:00,18:00,311-304,311 - Lauchlin Currie,SALON,AULA,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,CLASE TEORICA,Luz Angela Segura Barrero,0,DIURNO,MARTES,16:00,18:00,453-317,453 - Guillermina Uribe Bone,SALA DE AUDIOVISUALES,SALON DE CLASE 453-317 (SALA TIC),27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,CLASE TEORICA,Luz Angela Segura Barrero,0,DIURNO,MIÉRCOLES,16:00,18:00,406-227,406 - Carlos Alfonso Cortés Amador,SALON,SALON DE CLASE 406-227,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,CLASE TEORICA,Luz Angela Segura Barrero,0,DIURNO,JUEVES,16:00,18:00,453-407,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-407,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,CLASE TEORICA,Luz Angela Segura Barrero,0,DIURNO,SÁBADO,07:00,11:00,564-301,564 - Gloria Amparo Galeano Garcés,,SALON 301,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo 3,CLASE TEORICA,MARYURY USECHE LEÓN,0,DIURNO,LUNES,18:00,20:00,453-115,453 - Guillermina Uribe Bone,SALA DE INFORMATICA Y/O DE COMPUTO,SALON DE CLASE 453-115,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo 3,CLASE TEORICA,MARYURY USECHE LEÓN,0,DIURNO,MARTES,18:00,20:00,453-115,453 - Guillermina Uribe Bone,SALA DE INFORMATICA Y/O DE COMPUTO,SALON DE CLASE 453-115,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo 3,CLASE TEORICA,MARYURY USECHE LEÓN,0,DIURNO,MIÉRCOLES,18:00,20:00,401-105,401 - Julio Garavito Armero,SALON,SALÓN DE CLASE,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo 3,CLASE TEORICA,MARYURY USECHE LEÓN,0,DIURNO,JUEVES,18:00,20:00,453-111,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-111,27/08/2026 - 12/12/2026
2026053,Français Intensif I - Internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(3) Grupo 3,CLASE TEORICA,MARYURY USECHE LEÓN,0,DIURNO,SÁBADO,07:00,11:00,564-303,564 - Gloria Amparo Galeano Garcés,,SALON 303,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,LUNES,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,MARTES,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,MIÉRCOLES,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,JUEVES,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,VIERNES,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(1) Grupo 1,,Carol Ivonne Villamil Bernal,0,DIURNO,SÁBADO,07:00,09:00,454-303,454 - Luis Carlos Sarmiento Angulo,SALON,SALA DE VIDEOCONFERENCIAS,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Carlos Efren Villamizar Mogollon,0,DIURNO,LUNES,16:00,18:00,453-413,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-413,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Carlos Efren Villamizar Mogollon,0,DIURNO,MARTES,16:00,18:00,,,,,27/08/2026 - 12/12/2026
2027096,Français intensif II - internationalisation,2542 INGENIERÍA CIVIL,LIBRE ELECCIÓN,4,(2) Grupo 2,,Carlos Efren Villamizar Mogollon,0,DIURNO,MIÉRCOLES,16:00,18:00,453-407,453 - Guillermina Uribe Bone,SALON,SALON DE CLASE 453-407,27/08/2026 - 12/12/2026
