run_id,ts_lectura,codigo,actividad,grupo,profesores_raw,cupos_disponibles,orden_lectura
local-20260912T153601,2026-09-12T15:36:24-05:00,2015938,CLASE TEORICA,(1) Grupo 1,Maria Alejandra Caicedo Londoño,0,0
local-20260912T153601,2026-09-12T15:36:24-05:00,2015938,CLASE TEORICA,(2) Grupo 2,Maria Alejandra Caicedo Londoño,0,0
local-20260912T153601,2026-09-12T15:36:24-05:00,2015938,CLASE TEORICA,(3) Grupo 3,JOSE LUIS DIAZ AREVALO,0,0
local-20260912T153601,2026-09-12T15:36:24-05:00,2015938,CLASE TEORICA,(4) Grupo 4,JOSE LUIS DIAZ AREVALO,0,0
local-20260912T153601,2026-09-12T15:36:25-05:00,2015939,CLASE TEORICA,(1) Grupo 1,ALVARO MARTIN GUTIERREZ MALAXECHEBARRIA,0,1
local-20260912T153601,2026-09-12T15:36:25-05:00,2015939,CLASE TEORICA,(2) Grupo 2,ALVARO MARTIN GUTIERREZ MALAXECHEBARRIA,0,1
local-20260912T153601,2026-09-12T15:36:25-05:00,2015939,CLASE TEORICA,(3) Grupo 3,Edder Alexander Velandia Duran,16,1
local-20260912T153601,2026-09-12T15:36:25-05:00,2015939,CLASE TEORICA,(4) Grupo 4,CARLOS ALBERTO ESPAÑOL MARIÑO,0,1
local-20260912T153601,2026-09-12T15:36:25-05:00,2015939,CLASE TEORICA,(5) Grupo 5,No informado,1,1
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(1) Grupo 1,Erika Lorena Rosero Alzate; Oscar Andrés Rojas Sepúlveda,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(10) Grupo 10,Epifanio Lozano Ayala,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(11) Grupo 11,Gustavo Adolfo Nieto Clavijo,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(12) Grupo 12,LENIN DAVID ANGARITA RIVERA,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(13) Grupo 13,Mohammed EL AIDI,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(15) Grupo 15,Myriam Leonor Campos Florez,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(16) Grupo 16,Harold Deivi Contreras Contreras,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(17) Grupo 17,Martha Cecilia Moreno Penagos,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(18) Grupo 18,John Alexander Cruz Morales,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(2) Grupo 2,No informado,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(20) Grupo 20,Natalia Camila Pinzon Cortes,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(21) Grupo 21,Ivon Andrea Dorado Correa,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(22) Grupo 22,David Reyes Gaona,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(3) Grupo 3,JHON ALEJANDRO AYALA OLIVEROS,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(4) Grupo 4,Luis Alejandro Barbosa Torres,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(5) Grupo 5,Sherly Paola Alfonso Sanchez,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(7) Grupo 7,Myriam Leonor Campos Florez,0,2
local-20260912T153601,2026-09-12T15:36:27-05:00,1000003-B,NA,(8) Grupo 8,No informado,8,2
local-20260912T153601,2026-09-12T15:36:28-05:00,2015940,CLASE TEORICA,(1) Grupo 1,Maritzabel Molina Herrera,0,3
local-20260912T153601,2026-09-12T15:36:28-05:00,2015940,CLASE TEORICA,(2) Grupo 2,Gabriel Andres Bernal Granados,0,3
local-20260912T153601,2026-09-12T15:36:28-05:00,2015940,CLASE TEORICA,(3) Grupo 3,YON ALEXANDER BOLAÑOS DIAZ,0,3
local-20260912T153601,2026-09-12T15:36:28-05:00,2015940,CLASE TEORICA,(4) Grupo 4,No informado,0,3
local-20260912T153601,2026-09-12T15:36:30-05:00,2015941,CLASE TEORICA,(1) Grupo 1,Patricia Luna Tamayo,0,4
local-20260912T153601,2026-09-12T15:36:30-05:00,2015941,CLASE TEORICA,(2) Grupo 2,Raul Andres Lopera Rodriguez,0,4
local-20260912T153601,2026-09-12T15:36:30-05:00,2015941,CLASE TEORICA,(3) Grupo 3,Carlos Ramiro Vallecilla Bahena,0,4
local-20260912T153601,2026-09-12T15:36:30-05:00,2015941,CLASE TEORICA,(4) Grupo 4,Raul Andres Lopera Rodriguez,0,4
local-20260912T153601,2026-09-12T15:36:31-05:00,2015942,CLASE TEORICA,(1) 2015942-1 Aplicaciones de elementos finitos,David Leonardo Diaz Leon,1,5
local-20260912T153601,2026-09-12T15:36:31-05:00,2015942,CLASE TEORICA,(2) 2015942-2 Aplicaciones de elementos finitos,David Leonardo Diaz Leon,0,5
local-20260912T153601,2026-09-12T15:36:31-05:00,2015942,CLASE MAGISTRAL,(1M) 2015942-1M Aplicaciones de elementos finitos - Magistral,Diego Alexander Garzon Alvarado,14,5
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(1) Grupo 1,Diana Marcela Serrano Rodriguez,35,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(10) Grupo 10,Carolina Neira Jimenez,12,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(11) Grupo 11,Herbert Alonso Dueñas Ruiz,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(12) Grupo 12,Martha Cecilia Moreno Penagos,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(13) Grupo 13,NICOLAS RODRIGUEZ CHACON,4,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(14) Grupo 14,JOSÉ SEBASTIÁN NARANJO SPADAFORA,11,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(15) Grupo 15,NICOLAS RODRIGUEZ CHACON,18,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(16) Grupo 16,MIGUEL ANGEL COLMENARES HERRERA,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(17) Grupo 17,Hernan Garzon Gutierrez,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(19) Grupo 19,JOSÉ SEBASTIÁN NARANJO SPADAFORA,23,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(2) Grupo 2,Gustavo Daver Cipagauta Cuitiva,6,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(20) Grupo 20,Hernan Garzon Gutierrez,1,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(21) Grupo 21,JHOAN SEBASTIAN TENJO GARCIA,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(22) Grupo 22,EDWIN RODRIGO CELIS MONTEALEGRE,18,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(24) Grupo 24,Ricardo Ariel Pastran Ramirez,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(25) Grupo 25,Jeanneth Galeano Penaloza,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(27) Grupo 27,JHOAN SEBASTIAN TENJO GARCIA,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(28) Grupo 28,Gabriel Ignacio Padilla Leon,2,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(29) Grupo 29,DANIEL FELIPE SUÁREZ LEÓN,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(3) Grupo 3,SANDRA NATALIA FLOREZ GARCIA,11,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(30) Grupo 30,Gustavo Daver Cipagauta Cuitiva,48,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(32) Grupo 32,Ibeth Marcela Rubio Perilla,1,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(4) Grupo 4,Myriam Leonor Campos Florez,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(5) Grupo 5,RICHARD EDUARDO SANCHEZ MENDEZ,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(7) Grupo 7,Anderson Arley Vera Arboleda,0,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(8) Grupo 8,EDWIN RODRIGO CELIS MONTEALEGRE,25,6
local-20260912T153601,2026-09-12T15:36:33-05:00,1000004-B,NA,(9) Grupo 9,No informado,16,6
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(1) Grupo 1,ANDRÉS ÁLVAREZ RÍOS,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(10) Grupo 10,David Reyes Gaona,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(11) Grupo 11,Harold Deivi Contreras Contreras,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(12) Grupo 12,Leonid Lebedev,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(13) Grupo 13,Juan Carlos Hernandez Rincon,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(14) Grupo 14,CÉSAR ORLANDO RINCÓN GUERRERO,48,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(15) Grupo 15,JHOAN SEBASTIAN TENJO GARCIA,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(2) Grupo 2,Camilo Ernesto Medina Gonzalez,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(3) Grupo 3,Cesar Augusto Gomez Sierra,3,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(4) Grupo 4,Agustin Moreno Canadas,20,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(5) Grupo 5,Mauricio Lopez Hernandez,0,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(7) Grupo 7,No informado,5,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(8) Grupo 8,Epifanio Lozano Ayala,47,7
local-20260912T153601,2026-09-12T15:36:35-05:00,1000006-B,NA,(9) Grupo 9,Orlando Vanegas Canro,0,7
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(1) Grupo 1,Orlando Vanegas Canro,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(10) Grupo 10,Epifanio Lozano Ayala,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(12) Grupo 12,EDGAR SANTIAGO OCHOA QUIROGA,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(13) Grupo 13,Natalia Camila Pinzon Cortes,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(14) Grupo 14,Mohammed EL AIDI,2,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(15) Grupo 15,Alina Fedosova,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(16) Grupo 16,Jonhatan Castillo Barajas,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(17) Grupo 17,Hernan Garzon Gutierrez,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(19) Grupo 19,No informado,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(2) Grupo 2,RENE ERLIN CASTILLO,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(20) Grupo 20,Franqui Solis Cardenas Poloche,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(21) Grupo 21,Gustavo Daver Cipagauta Cuitiva,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(22) Grupo 22,No informado,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(3) Grupo 3,Eduardo Cardenas Gomez,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(4) Grupo 4,Edward Samuel Becerra Rojas,1,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(6) Grupo 6,DANIEL CAMILO ARANA HERNÁNDEZ,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(7) Grupo 7,Franqui Solis Cardenas Poloche,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(8) Grupo 8,Franqui Solis Cardenas Poloche,0,8
local-20260912T153601,2026-09-12T15:36:36-05:00,1000005-B,NA,(9) Grupo 9,No informado,10,8
local-20260912T153601,2026-09-12T15:36:39-05:00,2015943,CLASE TEORICA,(1) Grupo 1,Carlos Orlando Robles Roa,2,10
local-20260912T153601,2026-09-12T15:36:41-05:00,2015944,CLASE TEORICA,(1) Grupo 1,SANTIAGO RAMIREZ ECHEVERRI,0,11
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(10) 2015711-10 Dibujo básico,Ariel Augusto Amaya Avila,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(11) 2015711-11 Dibujo básico,Cesar Augusto Bacca Gonzalez,1,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(14) 2015711-14 Dibujo básico,Cristian Felipe Morales Suárez,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(16) 2015711-16 Dibujo básico,DAVID FELIPE TORRES ARCE,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(4) 2015711-4 Dibujo básico,Cristian Felipe Morales Suárez,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(5) 2015711-5 Dibujo básico,Sebastian Achury Ortiz,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(7) 2015711-7 Dibujo básico,Cesar Augusto Bacca Gonzalez,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(8) 2015711-8 Dibujo básico,Miguel Angel Baquero Cortes,0,12
local-20260912T153601,2026-09-12T15:36:42-05:00,2015711,NA,(9) 2015711-9 Dibujo básico,EDWIN CAMILO REINA BELTRAN,1,12
local-20260912T153601,2026-09-12T15:36:52-05:00,2015948,CLASE TEORICA,(1) Grupo 1,YON ALEXANDER BOLAÑOS DIAZ,0,13
local-20260912T153601,2026-09-12T15:36:52-05:00,2015948,CLASE TEORICA,(2) Grupo 2,Mauricio Alberto Tapias Camacho,0,13
local-20260912T153601,2026-09-12T15:36:52-05:00,2015948,CLASE TEORICA,(3) Grupo 3,No informado,0,13
local-20260912T153601,2026-09-12T15:36:53-05:00,2015950,CLASE TEORICA,(1) Grupo 1,Darwin Humberto Mora Villota,0,14
local-20260912T153601,2026-09-12T15:36:53-05:00,2015950,CLASE TEORICA,(3) Grupo 3,Daniel Ricardo Lozano Monsalve,0,14
local-20260912T153601,2026-09-12T15:36:53-05:00,2015950,CLASE TEORICA,(4) Grupo 4,German Andres Mora Casas,0,14
local-20260912T153601,2026-09-12T15:36:53-05:00,2015950,CLASE TEORICA,(5) Grupo 5,THOMAS FEDERICO ROJAS VALLEJO,0,14
local-20260912T153601,2026-09-12T15:36:54-05:00,2015949,CLASE TEORICA,(1) Grupo 1,Mario Javier Cardozo Chaux,0,15
local-20260912T153601,2026-09-12T15:36:54-05:00,2015949,CLASE TEORICA,(2) Grupo 2,Wilson Ernesto Vargas Vargas,0,15
local-20260912T153601,2026-09-12T15:36:54-05:00,2015949,CLASE TEORICA,(3) Grupo 3,ELKIN DARIO CAÑON BUITRAGO,0,15
local-20260912T153601,2026-09-12T15:36:54-05:00,2015949,CLASE TEORICA,(4) Grupo 4,No informado,0,15
local-20260912T153601,2026-09-12T15:36:56-05:00,1000007-B,NA,(1) Grupo 1,JHON CRISTIAN MINA LADINO,0,16
local-20260912T153601,2026-09-12T15:36:56-05:00,1000007-B,NA,(11) Grupo 11,Leonid Lebedev,0,16
local-20260912T153601,2026-09-12T15:36:56-05:00,1000007-B,NA,(12) Grupo 12,Gustavo Adolfo Nieto Clavijo,3,16
local-20260912T153601,2026-09-12T15:36:56-05:00,1000007-B,NA,(13) Grupo 13,Omar Duque Gomez,31,16
