run_id,ts_lectura,codigo,actividad,grupo,profesores_raw,cupos_disponibles,orden_lectura
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(1) Grupo 1 - Clase Presencial,Ruth Andrea Cortés Suárez,6,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(10) Grupo 10 - Clase presencial,Karen Johanna Castelblanco Villamil,3,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(2) Grupo 2 - Clase Presencial,Ruth Andrea Cortés Suárez,1,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(3) Grupo 3 - Clase Presencial,Adriana Patricia Díaz Cuevas,1,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(4) Grupo 4 - Clase Presencial,Adriana Patricia Díaz Cuevas,2,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(5) Grupo 5 - Clase Presencial,Andres Felipe Escovar Barreto,1,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(6) Grupo 6 - Clase Presencial,Ruth Andrea Cortés Suárez,8,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(7) Grupo 7 - Clase Presencial,Karen Johanna Castelblanco Villamil,1,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(8) Grupo 8 - Clase Presencial,Adriana Patricia Díaz Cuevas,1,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,CLASE TEORICA,(9) Grupo 9 - Clase Presencial,Carlas Lucia Castilla Lara,18,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000002-B,NA,(BCA_302) Cierre anticipado grupo 6,NA,0,6
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(1) Grupo 1,Beatriz Elena Urrutia Sanchez,9,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(2) Grupo 2,Yaneli Niño Osorio,3,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(3) Grupo 3,Luis Gabriel Peña Ortiz,2,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(4) Grupo 4,Liliana Marcela Guzman Aricapa,4,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(5) Grupo 5,Beatriz Elena Urrutia Sanchez,0,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(6) Grupo 6,Cesar Augusto Romero,4,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(7) Grupo 7,JOSE JONATHAN MAESTRE HERRERA,10,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(8) Grupo 8,Beymar Leonardo Solorzano Alviz,3,0
legacy-20260730T04240000,2026-07-29T23:24:00-05:00,1000044-B,CLASE TEORICA,(9) Grupo 9,Claudia Marcela Arevalo Gomez,3,0
